"SearchID" "AdID" "Position" "ObjectType" "HistCTR" "IsClick"
"18840" 5489 32349127 1 3 0.01505 0
"18841" 5490 7350199 2 2 NA NA
"18842" 5490 15955217 1 3 0.053539 0
"18843" 5490 25483772 7 3 0.043897 0
"18844" 5491 7229459 7 3 0.00477 0
"18845" 5491 17579501 1 3 0.008193 0
"18846" 5492 476958 7 3 0.003133 0
"18847" 5492 10298191 6 1 NA NA
"18848" 5492 18649875 8 1 NA NA
"18849" 5492 27604677 2 2 NA NA
"18850" 5492 28251908 1 3 0.00292 0
"18851" 5493 14610991 7 3 0.001573 0
"18852" 5493 22190390 2 2 NA NA
"18853" 5493 31496094 1 3 0.044535 0
"18854" 5494 4637546 1 3 0.017815 0
"18855" 5494 27693627 2 2 NA NA
"18856" 5494 27778548 7 3 0.006497 0
"18857" 5495 3889674 1 3 0.013293 0
"18858" 5495 14207907 7 3 0.008093 0
"18859" 5495 28161996 2 2 NA NA
"18860" 5496 3264505 6 1 NA NA
"18861" 5496 4170743 7 1 NA NA
"18862" 5496 5861507 1 3 0.007089 0
"18863" 5496 20916475 2 1 NA NA
"18864" 5496 31201561 8 1 NA NA
"18865" 5497 5840812 2 2 NA NA
"18866" 5497 13927246 8 1 NA NA
"18867" 5497 23376773 7 1 NA NA
"18868" 5497 26612382 1 3 0.005913 0
"18869" 5497 27940123 6 1 NA NA
"18870" 5498 2807633 8 1 NA NA
"18871" 5498 10039738 6 1 NA NA
"18872" 5498 25815876 7 3 0.008143 0
"18873" 5498 29528802 1 3 0.032258 0
"18874" 5498 33779345 2 2 NA NA
"18875" 5499 4847246 8 1 NA NA
"18876" 5499 8326820 2 1 NA NA
"18877" 5499 22917052 6 1 NA NA
"18878" 5499 24305783 1 3 0.00142 0
"18879" 5499 24351825 7 3 1e-05 0
"18880" 5500 8543863 2 1 NA NA
"18881" 5500 9212236 6 1 NA NA
"18882" 5500 13342951 7 3 0.007674 0
"18883" 5500 22851805 1 3 0.021161 0
"18884" 5500 29616896 8 1 NA NA
"18885" 5501 3912411 7 3 0.002658 0
"18886" 5501 13144286 2 1 NA NA
"18887" 5501 19869686 8 1 NA NA
"18888" 5501 22622316 6 1 NA NA
"18889" 5501 33092842 1 3 0.003751 0
"18890" 5502 9364734 2 1 NA NA
"18891" 5502 10537712 8 1 NA NA
"18892" 5502 10589988 6 1 NA NA
"18893" 5502 13485461 7 3 0.005722 0
"18894" 5502 33940616 1 3 0.017963 0
"18895" 5503 2757837 1 3 0.00873 0
"18896" 5503 26987935 7 3 0.001847 0
"18897" 5504 10661927 7 3 0.002368 0
"18898" 5504 16803197 2 1 NA NA
"18899" 5504 17419566 8 1 NA NA
"18900" 5504 27963716 6 1 NA NA
"18901" 5504 35057197 1 3 0.003072 0
"18902" 5505 9523142 1 3 0.045177 0
"18903" 5505 27927411 7 3 0.002863 0
"18904" 5506 232172 1 3 0.021227 0
"18905" 5506 4199151 2 2 NA NA
"18906" 5506 7697246 7 3 0.007554 0
"18907" 5506 34659999 8 2 NA NA
"18908" 5506 36769438 6 1 NA NA
"18909" 5508 9334752 7 3 0.027429 0
"18910" 5508 16267865 8 1 NA NA
"18911" 5508 19259287 6 1 NA NA
"18912" 5508 21704026 1 3 0.002108 0
"18913" 5508 29258982 2 2 NA NA
"18914" 5509 2861946 7 3 0.002698 0
"18915" 5509 7763426 2 1 NA NA
"18916" 5509 18330289 8 1 NA NA
"18917" 5509 24339433 6 1 NA NA
"18918" 5509 27951642 1 3 0.005091 0
"18919" 5510 21368811 1 3 0.024688 0
"18920" 5510 25815876 7 3 0.006536 0
"18921" 5511 6718582 7 3 0.003523 0
"18922" 5511 6845287 1 3 0.016389 0
"18923" 5511 19938925 2 1 NA NA
"18924" 5512 9138434 2 2 NA NA
"18925" 5512 9799510 6 1 NA NA
"18926" 5512 10357821 8 1 NA NA
"18927" 5512 11640454 7 1 NA NA
"18928" 5512 25835862 1 3 0.001767 0
"18929" 5513 12883206 7 3 0.000791 0
"18930" 5513 22196452 6 1 NA NA
"18931" 5513 24298086 2 2 NA NA
"18932" 5513 24476599 1 3 0.008004 0
"18933" 5513 33264166 8 2 NA NA
"18934" 5514 1210377 1 3 0.005054 0
"18935" 5514 36840659 7 3 0.006928 0
"18936" 5515 16890950 2 2 NA NA
"18937" 5515 21462110 7 3 0.009605 0
"18938" 5515 22216491 8 1 NA NA
"18939" 5515 23968902 1 3 0.001097 0
"18940" 5515 25179674 6 1 NA NA
"18941" 5516 15427252 7 3 0.010076 0
"18942" 5516 36328921 2 1 NA NA
"18943" 5516 36414129 1 3 0.016906 0
"18944" 5517 371578 8 1 NA NA
"18945" 5517 16586819 2 2 NA NA
"18946" 5517 22833226 7 3 0.001372 0
"18947" 5517 27692758 6 1 NA NA
"18948" 5517 34514394 1 3 0.032864 0
"18949" 5518 6877199 7 3 0.004589 0
"18950" 5518 17634026 6 1 NA NA
"18951" 5518 23893142 8 1 NA NA
"18952" 5518 25854105 1 3 0.007232 0
"18953" 5519 5450221 8 1 NA NA
"18954" 5519 22138416 6 1 NA NA
"18955" 5519 23281395 7 2 NA NA
"18956" 5519 31164428 1 3 0.014724 0
"18957" 5519 35336585 2 2 NA NA
"18958" 5520 2344945 7 3 0.008315 0
"18959" 5520 5063015 1 3 0.008774 0
"18960" 5521 8896812 2 2 NA NA
"18961" 5521 12883206 1 3 0.001689 0
"18962" 5521 13365042 7 3 0.003576 0
"18963" 5521 14478581 8 1 NA NA
"18964" 5521 29977111 6 1 NA NA
"18965" 5522 19988327 1 3 0.029701 0
"18966" 5522 20415349 2 2 NA NA
"18967" 5522 35934928 7 3 0.003985 0
"18968" 5523 463860 2 1 NA NA
"18969" 5523 8671851 8 1 NA NA
"18970" 5523 14797807 1 3 0.010226 0
"18971" 5523 22628379 6 1 NA NA
"18972" 5523 27467175 7 3 0.00759 0
"18973" 5524 335539 2 2 NA NA
"18974" 5524 940988 8 1 NA NA
"18975" 5524 3290575 6 1 NA NA
"18976" 5524 7046824 7 1 NA NA
"18977" 5524 8183739 1 3 0.003876 0
"18978" 5525 5360850 8 1 NA NA
"18979" 5525 14302917 6 1 NA NA
"18980" 5525 18669563 7 3 0.032214 0
"18981" 5525 21704177 1 3 0.001507 0
"18982" 5525 32024632 2 2 NA NA
"18983" 5526 8054658 7 1 NA NA
"18984" 5526 8782189 6 1 NA NA
"18985" 5526 11731315 2 1 NA NA
"18986" 5526 15299516 1 3 1e-05 0
"18987" 5526 29187029 8 1 NA NA
"18988" 5527 19626481 1 3 0.004372 0
"18989" 5527 30875289 2 2 NA NA
"18990" 5528 1839799 7 3 0.00641 0
"18991" 5528 14207907 1 3 0.012443 0
"18992" 5528 21561196 6 1 NA NA
"18993" 5528 23120880 8 1 NA NA
"18994" 5528 24548600 2 2 NA NA
"18995" 5529 2343437 7 1 NA NA
"18996" 5529 10670771 6 1 NA NA
"18997" 5529 12019821 8 1 NA NA
"18998" 5529 33594134 1 3 0.002108 0
"18999" 5530 27208245 1 3 0.003343 0
"19000" 5530 29793656 7 3 0.001951 0
"19001" 5531 2027501 2 2 NA NA
"19002" 5531 2861946 7 3 0.004019 0
"19003" 5531 29295367 1 3 0.001008 0
"19004" 5532 10855222 2 1 NA NA
"19005" 5532 34731078 1 3 1e-05 0
"19006" 5533 14027628 7 3 0.009569 0
"19007" 5533 22559240 6 1 NA NA
"19008" 5533 32628237 8 1 NA NA
"19009" 5533 33355008 1 3 0.021661 0
"19010" 5534 290744 2 1 NA NA
"19011" 5534 1874738 6 1 NA NA
"19012" 5534 8231718 1 3 0.00268 0
"19013" 5534 24159054 7 1 NA NA
"19014" 5534 31027088 8 1 NA NA
"19015" 5535 5126393 2 2 NA NA
"19016" 5535 8993140 7 3 0.010763 0
"19017" 5535 21704026 1 3 0.00366 0
"19018" 5536 20058023 1 3 0.008569 0
"19019" 5536 22782125 7 3 0.014704 0
"19020" 5536 35671999 2 2 NA NA
"19021" 5537 35057998 1 3 1e-05 0
"19022" 5538 3371035 7 1 NA NA
"19023" 5538 11539203 6 1 NA NA
"19024" 5538 14996711 1 3 1e-05 0
"19025" 5538 17760836 2 1 NA NA
"19026" 5538 20611567 8 1 NA NA
"19027" 5540 29065134 6 1 NA NA
"19028" 5540 29667029 7 3 0.004808 0
"19029" 5540 30479150 8 1 NA NA
"19030" 5540 32081569 1 3 0.015357 0
"19031" 5540 33514144 2 1 NA NA
"19032" 5541 10889580 6 1 NA NA
"19033" 5541 11901916 7 3 0.006925 0
"19034" 5541 13245222 1 3 0.00759 0
"19035" 5541 31576402 8 1 NA NA
"19036" 5542 7673205 8 1 NA NA
"19037" 5542 12276788 7 3 0.009993 0
"19038" 5542 20527199 2 1 NA NA
"19039" 5542 27754820 1 3 0.017294 1
"19040" 5542 36504060 6 1 NA NA
"19041" 5543 337531 1 3 0.004536 0
"19042" 5543 12951704 2 2 NA NA
"19043" 5543 18641211 7 3 0.001877 0
"19044" 5544 5304132 1 3 0.003811 1
"19045" 5544 24467939 2 1 NA NA
"19046" 5545 5488520 7 3 0.01042 0
"19047" 5545 13347319 6 1 NA NA
"19048" 5545 14326585 8 1 NA NA
"19049" 5545 23968902 1 3 0.001589 0
"19050" 5545 32304756 2 1 NA NA
"19051" 5546 12353312 1 3 0.007396 0
"19052" 5546 13975999 7 3 0.003743 0
"19053" 5546 28720953 2 2 NA NA
"19054" 5547 4039713 2 1 NA NA
"19055" 5547 5562853 7 1 NA NA
"19056" 5547 14866987 1 3 1e-05 0
"19057" 5547 27782315 6 1 NA NA
"19058" 5547 29496600 8 1 NA NA
"19059" 5548 24161418 7 3 0.010676 0
"19060" 5548 25364336 2 2 NA NA
"19061" 5548 34606165 1 3 0.023157 0
"19062" 5549 4340045 8 1 NA NA
"19063" 5549 9891645 6 1 NA NA
"19064" 5549 10122282 2 2 NA NA
"19065" 5549 20891436 1 3 0.040262 0
"19066" 5549 28591143 7 3 0.001766 0
"19067" 5550 4007632 8 1 NA NA
"19068" 5550 10768828 6 1 NA NA
"19069" 5550 20506349 1 3 0.007164 0
"19070" 5550 23809640 7 1 NA NA
"19071" 5550 25052552 2 1 NA NA
"19072" 5551 16610600 7 3 0.0054 0
"19073" 5551 25142935 1 3 0.003801 0
"19074" 5552 3478550 6 1 NA NA
"19075" 5552 3867500 1 3 0.022288 0
"19076" 5552 4952169 2 1 NA NA
"19077" 5552 20203971 7 3 0.017094 0
"19078" 5552 20477059 8 1 NA NA
"19079" 5553 15684632 2 2 NA NA
"19080" 5553 27927411 7 3 0.002218 0
"19081" 5553 36151128 1 3 0.027174 0
"19082" 5554 3490482 2 1 NA NA
"19083" 5554 5184150 7 3 0.009801 0
"19084" 5554 7453083 1 3 0.030535 0
"19085" 5554 8856780 8 1 NA NA
"19086" 5554 28356745 6 1 NA NA
"19087" 5555 15656524 7 3 0.005741 0
"19088" 5555 17862089 1 3 0.012346 0
"19089" 5555 26260517 2 1 NA NA
"19090" 5556 893686 1 3 0.045034 0
"19091" 5556 896140 7 3 0.005105 0
"19092" 5556 6992107 2 1 NA NA
"19093" 5557 13524889 1 3 0.035114 0
"19094" 5557 15163602 2 2 NA NA
"19095" 5557 29793656 7 3 0.002297 0
"19096" 5558 3924396 1 3 1e-05 0
"19097" 5558 15678962 2 1 NA NA
"19098" 5560 4801182 7 3 0.135273 0
"19099" 5560 14008419 1 3 0.045343 0
"19100" 5560 25606951 2 1 NA NA
"19101" 5561 2454147 2 2 NA NA
"19102" 5561 12556905 1 3 0.035114 0
"19103" 5561 25738905 7 3 0.002369 0
"19104" 5562 3791325 7 1 NA NA
"19105" 5562 21637812 6 1 NA NA
"19106" 5562 28140575 2 1 NA NA
"19107" 5562 28651337 8 1 NA NA
"19108" 5562 33937241 1 3 0.012085 0
"19109" 5563 16422017 1 3 0.012048 0
"19110" 5563 26307723 7 3 0.005612 0
"19111" 5563 28311067 2 2 NA NA
"19112" 5564 9840503 1 3 0.012604 0
"19113" 5564 20058023 7 3 0.005461 0
"19114" 5564 27585005 2 2 NA NA
"19115" 5565 15772902 8 1 NA NA
"19116" 5565 20119670 7 3 0.009942 0
"19117" 5565 25233239 6 1 NA NA
"19118" 5565 29252187 2 1 NA NA
"19119" 5565 31830155 1 3 0.014704 0
"19120" 5566 6502199 8 1 NA NA
"19121" 5566 6638654 7 1 NA NA
"19122" 5566 19196665 1 3 0.002847 0
"19123" 5566 27798321 6 1 NA NA
"19124" 5567 2021664 2 1 NA NA
"19125" 5567 17276769 7 3 0.000955 0
"19126" 5567 17539263 8 1 NA NA
"19127" 5567 18068254 6 1 NA NA
"19128" 5567 21114344 1 3 0.004619 0
"19129" 5568 7814308 1 3 0.002469 0
"19130" 5568 8132352 2 1 NA NA
"19131" 5569 2168510 1 3 0.009202 0
"19132" 5569 21035556 2 1 NA NA
"19133" 5569 27909890 7 3 0.005808 0
"19134" 5570 1842758 1 3 0.002695 0
"19135" 5571 14200499 1 3 1e-05 0
"19136" 5571 25841053 2 1 NA NA
"19137" 5572 4785022 7 3 1e-05 0
"19138" 5572 10738875 1 3 0.003704 0
"19139" 5573 1939482 2 1 NA NA
"19140" 5573 13485020 6 1 NA NA
"19141" 5573 13798927 7 3 0.004769 0
"19142" 5573 21201871 1 3 0.03137 0
"19143" 5573 31147499 8 1 NA NA
"19144" 5574 14978857 2 2 NA NA
"19145" 5574 26981366 1 3 0.010771 0
"19146" 5574 35404091 7 3 0.018078 0
"19147" 5575 8565439 6 1 NA NA
"19148" 5575 14475316 7 3 0.026074 0
"19149" 5575 21078816 2 2 NA NA
"19150" 5575 26320366 8 1 NA NA
"19151" 5575 34944174 1 3 0.03226 0
"19152" 5576 9206528 7 3 0.003661 0
"19153" 5576 22263166 1 3 0.000938 0
"19154" 5576 24671794 6 1 NA NA
"19155" 5576 28996480 8 1 NA NA
"19156" 5577 10077035 8 1 NA NA
"19157" 5577 13078730 2 1 NA NA
"19158" 5577 22156088 7 3 0.008849 0
"19159" 5577 26560267 6 1 NA NA
"19160" 5577 36431362 1 3 0.008267 0
"19161" 5578 536087 7 3 0.00074 0
"19162" 5578 22905542 1 3 0.006237 0
"19163" 5579 2852628 2 1 NA NA
"19164" 5579 36427598 1 3 0.005115 0
"19165" 5580 16685686 1 3 0.034652 0
"19166" 5580 34787485 7 3 0.008772 0
"19167" 5581 1977223 7 1 NA NA
"19168" 5581 4271047 8 1 NA NA
"19169" 5581 15383352 6 1 NA NA
"19170" 5581 33066713 1 3 0.011422 0
"19171" 5581 34902738 2 2 NA NA
"19172" 5582 3869158 2 1 NA NA
"19173" 5582 7065506 7 3 0.029701 0
"19174" 5582 17926338 1 3 0.004945 0
"19175" 5583 3500432 1 3 0.07389 0
"19176" 5583 16372888 2 2 NA NA
"19177" 5583 29793656 7 3 0.002299 0
"19178" 5584 10476665 2 2 NA NA
"19179" 5584 24936500 6 1 NA NA
"19180" 5584 29246401 1 3 0.003034 0
"19181" 5584 33673299 7 3 0.001556 0
"19182" 5584 36843899 8 1 NA NA
"19183" 5585 13697472 1 3 0.002882 0
"19184" 5585 36544114 7 3 0.00188 0
"19185" 5586 9609114 1 3 0.002887 0
"19186" 5586 31212452 2 2 NA NA
"19187" 5588 25738905 7 3 0.002529 0
"19188" 5588 30792442 1 3 0.012857 0
"19189" 5589 10821867 7 3 0.004729 0
"19190" 5589 22263166 1 3 0.000208 0
"19191" 5589 23865730 2 1 NA NA
"19192" 5590 193403 8 1 NA NA
"19193" 5590 4786922 2 2 NA NA
"19194" 5590 21033778 7 1 NA NA
"19195" 5590 23076607 6 1 NA NA
"19196" 5590 24473132 1 3 0.003617 0
"19197" 5591 645960 7 3 0.013738 0
"19198" 5591 3130251 2 1 NA NA
"19199" 5591 13639522 8 1 NA NA
"19200" 5591 22348810 6 1 NA NA
"19201" 5591 25653081 1 3 0.008889 0
"19202" 5592 11441863 1 3 0.036949 0
"19203" 5592 12764324 7 3 0.006322 0
"19204" 5593 1091310 2 1 NA NA
"19205" 5593 10068743 1 3 0.013985 0
"19206" 5593 10383542 8 1 NA NA
"19207" 5593 20494875 7 3 0.003158 0
"19208" 5593 34853399 6 1 NA NA
"19209" 5594 3400337 1 3 0.029701 0
"19210" 5594 15084316 2 1 NA NA
"19211" 5594 31795119 7 3 0.013699 0
"19212" 5595 13276029 2 1 NA NA
"19213" 5595 18097113 6 1 NA NA
"19214" 5595 19426581 8 1 NA NA
"19215" 5595 27486414 1 3 0.004244 0
"19216" 5595 32561671 7 1 NA NA
"19217" 5596 2803029 2 1 NA NA
"19218" 5596 4086269 6 1 NA NA
"19219" 5596 12162308 8 1 NA NA
"19220" 5596 29568161 7 1 NA NA
"19221" 5596 30201726 1 3 0.039045 0
"19222" 5598 4999036 2 1 NA NA
"19223" 5598 7248376 6 1 NA NA
"19224" 5598 10572683 7 3 0.002041 0
"19225" 5598 15421785 8 1 NA NA
"19226" 5598 34874537 1 3 0.003408 0
"19227" 5599 11270290 7 3 0.006002 0
"19228" 5599 17125660 1 3 0.005892 0
"19229" 5600 7169803 7 3 0.005485 0
"19230" 5600 12665111 1 3 0.002077 0
"19231" 5600 29181741 2 1 NA NA
"19232" 5601 2785073 1 3 0.002693 0
"19233" 5601 7370389 6 1 NA NA
"19234" 5601 11983258 2 2 NA NA
"19235" 5601 21877639 7 3 0.001461 0
"19236" 5601 33345279 8 1 NA NA
"19237" 5602 1780559 7 1 NA NA
"19238" 5602 4953102 2 1 NA NA
"19239" 5602 7925960 8 1 NA NA
"19240" 5602 12465840 1 3 0.003972 0
"19241" 5602 24480337 6 1 NA NA
"19242" 5603 3761318 2 2 NA NA
"19243" 5603 6877199 7 3 0.007519 0
"19244" 5603 12451082 8 1 NA NA
"19245" 5603 20163047 1 3 0.018169 0
"19246" 5603 36083950 6 1 NA NA
"19247" 5604 14773875 1 3 0.010286 0
"19248" 5604 23478958 2 1 NA NA
"19249" 5604 23702851 7 3 0.005098 0
"19250" 5604 27599796 8 1 NA NA
"19251" 5604 33551251 6 1 NA NA
"19252" 5605 7685957 1 3 0.005598 0
"19253" 5605 26410398 7 3 0.001555 0
"19254" 5606 12674805 1 3 0.002398 0
"19255" 5606 19307769 7 3 0.002002 0
"19256" 5607 4303408 2 1 NA NA
"19257" 5607 16904117 7 3 0.002696 0
"19258" 5607 18294552 1 3 0.006991 0
"19259" 5607 25057026 8 1 NA NA
"19260" 5607 29723263 6 1 NA NA
"19261" 5608 9149445 2 2 NA NA
"19262" 5608 20058023 7 3 0.004965 0
"19263" 5608 27949654 1 3 0.005106 0
"19264" 5609 5184150 7 3 0.008549 0
"19265" 5609 31565576 1 3 0.038544 0
"19266" 5610 2609512 7 3 0.00846 0
"19267" 5610 24400545 1 3 0.008475 0
"19268" 5611 20251260 7 3 0.00141 0
"19269" 5611 33805123 1 3 0.00278 0
"19270" 5612 12897070 1 3 0.00639 0
"19271" 5612 18781211 7 3 0.002509 0
"19272" 5613 1088202 8 1 NA NA
"19273" 5613 3948848 7 3 0.002522 0
"19274" 5613 6434447 2 2 NA NA
"19275" 5613 12381248 6 1 NA NA
"19276" 5613 19296443 1 3 0.008438 0
"19277" 5614 29055115 1 3 0.003697 0
"19278" 5615 234616 1 3 0.00591 0
"19279" 5615 5930763 7 3 0.003135 0
"19280" 5615 32661688 2 2 NA NA
"19281" 5616 6741741 8 1 NA NA
"19282" 5616 14766139 2 2 NA NA
"19283" 5616 14988851 7 3 0.032214 0
"19284" 5616 15238879 6 1 NA NA
"19285" 5616 21910006 1 3 0.016943 0
"19286" 5617 5624483 1 3 0.00231 0
"19287" 5617 33502027 7 3 0.001214 0
"19288" 5618 13364748 8 1 NA NA
"19289" 5618 15863546 6 1 NA NA
"19290" 5618 18525842 2 2 NA NA
"19291" 5618 25879162 7 1 NA NA
"19292" 5618 31807398 1 3 0.021959 0
"19293" 5619 1603824 2 2 NA NA
"19294" 5619 17108425 7 3 0.001887 0
"19295" 5619 35934928 1 3 0.006177 0
"19296" 5620 1330113 2 2 NA NA
"19297" 5620 17588110 8 1 NA NA
"19298" 5620 24779537 1 3 0.011976 0
"19299" 5620 30760461 6 1 NA NA
"19300" 5620 34920769 7 3 0.018169 0
"19301" 5621 20357850 1 3 0.00171 0
"19302" 5621 35217473 7 3 0.015481 0
"19303" 5622 159495 1 3 1e-05 0
"19304" 5622 2268616 6 1 NA NA
"19305" 5622 18104436 8 1 NA NA
"19306" 5622 25474981 2 1 NA NA
"19307" 5622 32601188 7 3 0.002567 0
"19308" 5625 18407258 6 1 NA NA
"19309" 5625 24178194 7 1 NA NA
"19310" 5625 26347783 1 3 0.004466 0
"19311" 5625 30408062 2 1 NA NA
"19312" 5625 34592361 8 2 NA NA
"19313" 5626 5184150 7 3 0.008504 0
"19314" 5626 7208924 6 1 NA NA
"19315" 5626 25829719 2 1 NA NA
"19316" 5626 31565576 1 3 0.038758 0
"19317" 5626 32963198 8 1 NA NA
"19318" 5627 7794390 1 3 0.027174 0
"19319" 5627 34936676 7 3 0.041266 0
"19320" 5628 6572002 7 3 0.005073 0
"19321" 5628 35934928 1 3 0.00554 0
"19322" 5629 8658969 2 1 NA NA
"19323" 5629 15106153 1 3 0.003788 0
"19324" 5629 21517304 8 1 NA NA
"19325" 5629 29660038 6 1 NA NA
"19326" 5629 30977734 7 3 0.002387 0
"19327" 5630 10892567 1 3 1e-05 0
"19328" 5630 11640679 7 1 NA NA
"19329" 5630 13246631 6 1 NA NA
"19330" 5630 26038908 8 1 NA NA
"19331" 5631 11694328 8 1 NA NA
"19332" 5631 19718225 6 1 NA NA
"19333" 5631 23453660 7 1 NA NA
"19334" 5631 32384591 1 3 0.006342 0
"19335" 5632 4801182 7 3 0.004017 0
"19336" 5632 34084553 1 3 0.004554 0
"19337" 5633 396877 6 1 NA NA
"19338" 5633 3250806 8 1 NA NA
"19339" 5633 7667986 7 3 0.002587 0
"19340" 5633 21290924 2 1 NA NA
"19341" 5633 36223418 1 3 0.009178 0
"19342" 5634 2877026 1 3 0.022288 0
"19343" 5634 5829023 2 2 NA NA
"19344" 5634 6718074 7 3 0.008672 0
"19345" 5634 15464143 8 1 NA NA
"19346" 5634 21631776 6 1 NA NA
"19347" 5635 20905806 7 1 NA NA
"19348" 5635 22824658 2 1 NA NA
"19349" 5635 23010606 6 1 NA NA
"19350" 5635 23668021 1 3 0.008054 0
"19351" 5635 36509838 8 1 NA NA
"19352" 5636 14546455 1 3 0.005261 0
"19353" 5636 17983265 7 3 0.002344 0
"19354" 5636 32844283 2 2 NA NA
"19355" 5637 9838687 8 1 NA NA
"19356" 5637 21546464 6 1 NA NA
"19357" 5637 25552496 7 1 NA NA
"19358" 5637 35933632 1 3 0.001464 0
"19359" 5638 9672442 7 3 0.014184 0
"19360" 5638 17926707 2 2 NA NA
"19361" 5638 23905439 1 3 0.006909 0
"19362" 5639 2212209 8 1 NA NA
"19363" 5639 18808318 1 3 0.017241 0
"19364" 5639 26722063 7 1 NA NA
"19365" 5639 32397075 2 1 NA NA
"19366" 5639 35165291 6 1 NA NA
"19367" 5640 6051895 1 3 0.00357 0
"19368" 5640 9954268 7 3 0.003445 0
"19369" 5640 17880822 2 1 NA NA
"19370" 5641 22706350 7 3 0.045094 0
"19371" 5641 35057197 1 3 0.001917 0
"19372" 5642 13007314 7 3 0.002349 0
"19373" 5642 25363877 1 3 0.002869 0
"19374" 5642 36780236 2 1 NA NA
"19375" 5644 4570433 1 3 0.003727 0
"19376" 5644 5342459 7 3 0.013888 0
"19377" 5644 12222247 8 1 NA NA
"19378" 5644 23660365 6 1 NA NA
"19379" 5644 33622147 2 2 NA NA
"19380" 5645 2501724 2 1 NA NA
"19381" 5645 17615855 1 3 0.011921 0
"19382" 5645 23219218 7 3 0.003584 0
"19383" 5646 14718716 7 3 0.003363 0
"19384" 5646 22831958 1 3 0.002274 0
"19385" 5647 6115044 1 3 0.024004 0
"19386" 5647 13485461 7 3 0.005901 0
"19387" 5648 22822202 7 3 0.003729 0
"19388" 5648 28918864 1 3 0.009536 0
"19389" 5649 654878 6 1 NA NA
"19390" 5649 20357850 1 3 0.001866 0
"19391" 5649 22325469 8 1 NA NA
"19392" 5649 22884453 7 3 0.029063 0
"19393" 5649 29075625 2 1 NA NA
"19394" 5650 17316215 7 3 0.004558 0
"19395" 5650 18615516 1 3 0.003379 0
"19396" 5651 6115044 1 3 0.018106 0
"19397" 5651 20027083 6 1 NA NA
"19398" 5651 26310734 8 1 NA NA
"19399" 5651 27055160 2 2 NA NA
"19400" 5651 27595199 7 3 0.004848 0
"19401" 5652 2232190 2 1 NA NA
"19402" 5652 7268613 8 1 NA NA
"19403" 5652 23932718 6 1 NA NA
"19404" 5652 26679683 1 3 0.003893 0
"19405" 5652 30433765 7 3 0.004206 0
"19406" 5653 16299669 2 1 NA NA
"19407" 5653 23658108 7 3 0.002134 0
"19408" 5653 33662202 1 3 0.007697 0
"19409" 5655 17145822 1 3 0.017535 0
"19410" 5655 20902741 8 1 NA NA
"19411" 5655 27462917 7 3 0.000415 0
"19412" 5655 30806693 6 1 NA NA
"19413" 5656 1525876 8 1 NA NA
"19414" 5656 7345373 7 3 0.003904 0
"19415" 5656 13236781 1 3 0.011713 0
"19416" 5656 13713143 2 1 NA NA
"19417" 5656 24425036 6 1 NA NA
"19418" 5657 4297346 8 1 NA NA
"19419" 5657 4376197 2 1 NA NA
"19420" 5657 9063729 7 3 0.002288 0
"19421" 5657 10270224 1 3 1e-05 0
"19422" 5657 12137229 6 1 NA NA
"19423" 5658 14861807 2 2 NA NA
"19424" 5658 16789316 8 1 NA NA
"19425" 5658 29793656 7 3 0.002095 0
"19426" 5658 34787485 1 3 0.009615 0
"19427" 5658 36479168 6 1 NA NA
"19428" 5659 19050064 7 3 0.003231 0
"19429" 5659 32392633 1 3 0.022288 0
"19430" 5659 36158568 2 1 NA NA
"19431" 5661 4594495 2 2 NA NA
"19432" 5661 6474910 8 1 NA NA
"19433" 5661 9199444 7 3 0.002753 0
"19434" 5661 11303604 1 3 0.045311 0
"19435" 5661 32788859 6 1 NA NA
"19436" 5662 1839799 7 3 0.001085 0
"19437" 5662 4345956 6 1 NA NA
"19438" 5662 16983735 2 1 NA NA
"19439" 5662 21426110 1 3 0.00446 0
"19440" 5662 28932169 8 1 NA NA
"19441" 5663 2150003 6 1 NA NA
"19442" 5663 10093277 8 1 NA NA
"19443" 5663 13571649 1 3 0.009841 0
"19444" 5663 15713983 2 2 NA NA
"19445" 5663 36891249 7 3 0.006236 0
"19446" 5664 19754514 7 3 0.002143 0
"19447" 5664 25011027 1 3 0.006689 0
"19448" 5665 33540109 1 3 0.006993 0
"19449" 5665 34271916 7 3 0.003705 0
"19450" 5666 2782830 2 2 NA NA
"19451" 5666 13795450 7 3 0.005714 0
"19452" 5666 19010432 1 3 0.001295 0
"19453" 5667 170622 8 1 NA NA
"19454" 5667 12132181 7 3 0.003799 0
"19455" 5667 14181196 6 1 NA NA
"19456" 5667 26163671 2 1 NA NA
"19457" 5667 31600639 1 3 0.007697 0
"19458" 5668 16238872 8 1 NA NA
"19459" 5668 18524456 1 3 0.00641 0
"19460" 5668 19357919 7 3 0.001761 0
"19461" 5668 29267708 6 1 NA NA
"19462" 5668 35850611 2 1 NA NA
"19463" 5669 3889674 1 3 0.012434 0
"19464" 5669 4578636 2 2 NA NA
"19465" 5669 14207907 7 3 0.008361 0
"19466" 5669 15869008 8 1 NA NA
"19467" 5669 28093955 6 1 NA NA
"19468" 5670 14193224 1 3 0.016807 0
"19469" 5670 22650003 2 1 NA NA
"19470" 5670 24438982 7 3 0.00679 0
"19471" 5670 27745460 8 1 NA NA
"19472" 5670 34113626 6 1 NA NA
"19473" 5671 10286636 6 1 NA NA
"19474" 5671 22182391 2 2 NA NA
"19475" 5671 23636806 7 3 0.011765 0
