"SearchID" "AdID" "Position" "ObjectType" "HistCTR" "IsClick"
"2048" 597 4742416 7 3 0.006841 0
"2049" 597 18295809 2 2 NA NA
"2050" 597 23968902 1 3 0.001141 0
"2051" 598 487177 7 3 0.077112 0
"2052" 598 10905372 2 1 NA NA
"2053" 598 11185848 8 1 NA NA
"2054" 598 25684481 1 3 0.002028 0
"2055" 598 30753334 6 1 NA NA
"2056" 599 2403365 7 3 0.002626 0
"2057" 599 33843679 1 3 0.022727 0
"2058" 600 7698230 2 1 NA NA
"2059" 600 31444156 1 3 0.005325 0
"2060" 602 16520641 6 1 NA NA
"2061" 602 20120636 2 1 NA NA
"2062" 602 23725582 8 1 NA NA
"2063" 602 33085217 1 3 0.009193 0
"2064" 602 36416189 7 1 NA NA
"2065" 603 2411084 8 1 NA NA
"2066" 603 18266269 6 1 NA NA
"2067" 603 22978120 1 3 0.00111 0
"2068" 603 31969232 2 1 NA NA
"2069" 603 32098982 7 3 0.003229 0
"2070" 604 4652052 1 3 0.004578 0
"2071" 606 9245021 6 1 NA NA
"2072" 606 27796043 8 1 NA NA
"2073" 606 28313110 1 3 0.022841 0
"2074" 606 29358900 7 3 0.003196 0
"2075" 607 9840503 1 3 0.013251 0
"2076" 607 16983668 2 1 NA NA
"2077" 607 22746894 7 3 0.003807 0
"2078" 607 31500843 8 1 NA NA
"2079" 607 36207517 6 1 NA NA
"2080" 608 12206296 2 2 NA NA
"2081" 608 22778924 1 3 0.008056 0
"2082" 608 26680676 7 3 0.00664 0
"2083" 609 4940478 1 3 0.012195 0
"2084" 609 12663448 7 1 NA NA
"2085" 609 20168821 6 1 NA NA
"2086" 609 27463799 8 1 NA NA
"2087" 609 29578358 2 1 NA NA
"2088" 610 2643291 1 3 0.0018 0
"2089" 610 8456419 7 3 0.00636 0
"2090" 610 10786250 2 2 NA NA
"2091" 610 20659379 8 1 NA NA
"2092" 610 26648901 6 1 NA NA
"2093" 611 4731824 7 3 0.004013 0
"2094" 611 5895386 2 2 NA NA
"2095" 611 17176013 6 1 NA NA
"2096" 611 29984786 8 1 NA NA
"2097" 611 31814806 1 3 0.008226 0
"2098" 612 16387992 7 3 0.005031 0
"2099" 612 17983265 1 3 0.004292 0
"2100" 612 23514915 2 2 NA NA
"2101" 612 24934099 6 1 NA NA
"2102" 612 31469765 8 1 NA NA
"2103" 613 10062333 1 3 0.013699 0
"2104" 613 14662282 7 3 0.006122 0
"2105" 613 17168253 2 2 NA NA
"2106" 614 1660557 8 1 NA NA
"2107" 614 13991230 6 1 NA NA
"2108" 614 14207907 7 3 0.007029 0
"2109" 614 19937876 1 3 0.015314 0
"2110" 614 25427626 2 2 NA NA
"2111" 615 8152267 1 3 0.000751 0
"2112" 615 27356904 7 3 0.002352 0
"2113" 616 17703053 2 2 NA NA
"2114" 616 33662202 1 3 0.004699 0
"2115" 618 5368458 7 3 0.018504 0
"2116" 618 13671281 1 3 0.017083 0
"2117" 619 5104676 2 1 NA NA
"2118" 619 5108697 1 3 0.01262 0
"2119" 619 11747777 6 1 NA NA
"2120" 619 20494875 7 3 0.004357 0
"2121" 619 24209119 8 1 NA NA
"2122" 620 4990525 6 1 NA NA
"2123" 620 13921978 8 1 NA NA
"2124" 620 14025223 2 1 NA NA
"2125" 620 24971613 1 3 0.007147 0
"2126" 620 27708326 7 3 0.008333 0
"2127" 621 2153982 2 1 NA NA
"2128" 621 11417224 7 3 0.005815 0
"2129" 621 23058234 6 1 NA NA
"2130" 621 26614060 8 1 NA NA
"2131" 621 31163739 1 3 0.010341 0
"2132" 622 7084674 1 3 1e-05 0
"2133" 623 151218 6 1 NA NA
"2134" 623 8774183 8 1 NA NA
"2135" 623 14599698 1 3 0.081764 0
"2136" 623 20592371 2 2 NA NA
"2137" 623 23025669 7 3 0.004959 0
"2138" 624 2205981 6 1 NA NA
"2139" 624 5063015 1 3 0.008325 0
"2140" 624 6314305 7 3 0.003938 0
"2141" 624 15255600 2 2 NA NA
"2142" 624 29633287 8 1 NA NA
"2143" 625 2057489 1 3 0.001838 0
"2144" 625 17579501 7 3 0.007642 0
"2145" 626 16730848 2 1 NA NA
"2146" 626 20606840 1 3 0.006435 0
"2147" 627 11156310 6 1 NA NA
"2148" 627 17119818 7 3 0.002278 0
"2149" 627 19629214 8 1 NA NA
"2150" 627 29135166 1 3 0.003741 0
"2151" 628 6780931 2 1 NA NA
"2152" 628 13463013 8 1 NA NA
"2153" 628 17983265 1 3 0.002141 0
"2154" 628 22222874 6 1 NA NA
"2155" 628 33561822 7 3 0.001737 0
"2156" 629 2641842 7 3 0.005155 0
"2157" 629 21704026 1 3 0.004386 0
"2158" 629 24623686 6 1 NA NA
"2159" 629 32141671 8 1 NA NA
"2160" 629 33149294 2 1 NA NA
"2161" 630 14880485 7 3 0.000948 0
"2162" 630 33393376 2 2 NA NA
"2163" 630 34006308 1 3 0.003547 0
"2164" 631 5165514 1 3 0.03923 0
"2165" 631 7872029 8 1 NA NA
"2166" 631 27927411 7 3 0.002764 0
"2167" 631 33931298 6 1 NA NA
"2168" 632 17676493 7 3 0.001228 0
"2169" 632 18514731 1 3 0.002395 0
"2170" 633 21885063 8 1 NA NA
"2171" 633 25750305 7 3 0.002125 0
"2172" 633 26583156 6 1 NA NA
"2173" 633 33782909 2 1 NA NA
"2174" 633 34793044 1 3 0.015901 0
"2175" 634 5584856 8 1 NA NA
"2176" 634 15895314 2 1 NA NA
"2177" 634 16481783 7 3 0.001323 0
"2178" 634 18746436 1 3 0.000387 0
"2179" 634 24889997 6 1 NA NA
"2180" 635 19144931 2 2 NA NA
"2181" 635 25484687 7 3 0.007092 0
"2182" 635 28983097 1 3 0.0377 0
"2183" 636 7485976 1 3 1e-05 0
"2184" 636 18092428 2 2 NA NA
"2185" 636 26354573 8 1 NA NA
"2186" 636 26782172 7 1 NA NA
"2187" 636 33716704 6 1 NA NA
"2188" 637 5803814 7 3 0.009804 0
"2189" 637 19857667 1 3 0.001752 0
"2190" 638 35572150 7 3 0.014952 0
"2191" 638 36278208 1 3 0.032214 0
"2192" 639 1131632 2 2 NA NA
"2193" 639 28119492 1 3 0.004508 0
"2194" 640 5835167 1 3 0.002427 0
"2195" 640 15448311 7 3 0.0041 0
"2196" 640 17599325 2 2 NA NA
"2197" 641 18787341 2 1 NA NA
"2198" 641 24552192 1 3 0.002752 0
"2199" 641 31282108 7 3 0.016188 0
"2200" 642 6115044 7 3 0.01676 0
"2201" 642 26975631 1 3 0.027721 0
"2202" 643 2998243 8 1 NA NA
"2203" 643 6841712 7 3 0.01123 0
"2204" 643 17292044 2 2 NA NA
"2205" 643 31565576 1 3 0.04355 0
"2206" 643 35070322 6 1 NA NA
"2207" 644 1083519 6 1 NA NA
"2208" 644 7216104 8 1 NA NA
"2209" 644 14546455 1 3 0.013865 0
"2210" 644 18663777 2 1 NA NA
"2211" 644 34082013 7 3 0.001417 0
"2212" 645 33940616 1 3 0.012811 0
"2213" 646 2387009 1 3 0.015748 0
"2214" 646 18155654 7 3 0.000494 0
"2215" 648 1592834 2 2 NA NA
"2216" 648 4898844 1 3 0.010308 0
"2217" 648 13955081 7 3 0.029127 0
"2218" 649 16151717 8 1 NA NA
"2219" 649 19207698 1 3 0.014925 0
"2220" 649 30449418 6 1 NA NA
"2221" 649 31700957 2 2 NA NA
"2222" 649 33646335 7 1 NA NA
"2223" 651 438334 7 1 NA NA
"2224" 651 13465976 8 1 NA NA
"2225" 651 18253851 2 1 NA NA
"2226" 651 18554797 6 1 NA NA
"2227" 651 19046939 1 3 0.005747 0
"2228" 652 11311122 8 1 NA NA
"2229" 652 17828140 7 1 NA NA
"2230" 652 20965843 6 1 NA NA
"2231" 652 29514733 1 3 0.007579 0
"2232" 653 3444659 2 1 NA NA
"2233" 653 19296443 1 3 0.008551 0
"2234" 654 12985978 1 3 0.005027 0
"2235" 654 33728933 2 2 NA NA
"2236" 654 34084553 7 3 0.002795 0
"2237" 655 3992147 7 3 0.004448 0
"2238" 655 16399461 6 1 NA NA
"2239" 655 18461087 2 1 NA NA
"2240" 655 33509058 8 1 NA NA
"2241" 655 34490232 1 3 0.00066 0
"2242" 656 20758353 7 3 0.011429 0
"2243" 656 30792442 1 3 0.004604 0
"2244" 656 36073338 2 1 NA NA
"2245" 657 21877639 7 3 0.001667 0
"2246" 657 28980242 1 3 0.00641 0
"2247" 658 13930481 6 1 NA NA
"2248" 658 26640136 8 1 NA NA
"2249" 658 26654369 1 3 0.001863 0
"2250" 658 29080446 7 3 0.006908 0
"2251" 658 34084202 2 1 NA NA
"2252" 659 15853494 6 1 NA NA
"2253" 659 17587089 2 2 NA NA
"2254" 659 22504131 8 1 NA NA
"2255" 659 28225258 7 3 0.010539 0
"2256" 659 34729320 1 3 0.006421 0
"2257" 660 20297160 1 3 0.014981 0
"2258" 660 23201782 7 3 0.006734 0
"2259" 660 34103481 2 1 NA NA
"2260" 661 7268834 1 3 0.001813 0
"2261" 661 21201663 7 3 0.005263 0
"2262" 662 3259133 7 3 0.009569 0
"2263" 662 5048865 6 1 NA NA
"2264" 662 22754496 1 3 0.011035 1
"2265" 662 26807676 8 1 NA NA
"2266" 662 27316530 2 1 NA NA
"2267" 663 3655013 7 3 0.00631 0
"2268" 663 4379887 1 3 0.002296 0
"2269" 663 20689205 2 1 NA NA
"2270" 664 1674067 2 1 NA NA
"2271" 664 4014229 8 1 NA NA
"2272" 664 16992243 6 1 NA NA
"2273" 664 27866615 7 3 0.008101 0
"2274" 664 30910559 1 3 0.005576 0
"2275" 665 30606533 7 3 0.008296 0
"2276" 665 35154592 1 3 0.006431 0
"2277" 666 14172796 1 3 0.038188 0
"2278" 666 17383192 2 2 NA NA
"2279" 666 22544360 7 3 0.0125 0
"2280" 667 5672420 7 3 0.003593 0
"2281" 667 7810333 8 1 NA NA
"2282" 667 9263112 1 3 0.002318 0
"2283" 667 18877246 2 1 NA NA
"2284" 667 20863186 6 1 NA NA
"2285" 668 21214000 2 1 NA NA
"2286" 668 29793656 1 3 0.004703 0
"2287" 669 1265380 1 3 0.002084 0
"2288" 669 3519618 6 1 NA NA
"2289" 669 6657650 8 1 NA NA
"2290" 669 20791353 2 2 NA NA
"2291" 669 21417738 7 3 0.009158 0
"2292" 670 16663616 2 1 NA NA
"2293" 670 18808318 1 3 0.013137 0
"2294" 671 2374980 2 2 NA NA
"2295" 671 18908078 1 3 0.001939 0
"2296" 672 25863709 2 2 NA NA
"2297" 672 32093996 1 3 0.003654 0
"2298" 672 36544114 7 3 0.001987 0
"2299" 673 8731127 2 1 NA NA
"2300" 673 22218777 6 1 NA NA
"2301" 673 23425812 8 1 NA NA
"2302" 673 33155074 1 3 0.002972 0
"2303" 673 34977909 7 3 0.003289 0
"2304" 674 1516549 8 1 NA NA
"2305" 674 10576451 2 1 NA NA
"2306" 674 26894463 7 1 NA NA
"2307" 674 30192611 6 1 NA NA
"2308" 674 35438829 1 3 0.001498 0
"2309" 675 9840503 7 3 0.007979 0
"2310" 675 20058023 1 3 0.007416 0
"2311" 675 24022058 2 2 NA NA
"2312" 675 33450902 8 1 NA NA
"2313" 675 35513180 6 1 NA NA
"2314" 676 4424171 7 1 NA NA
"2315" 676 7876958 1 3 0.010005 0
"2316" 676 28079240 8 1 NA NA
"2317" 676 35624556 2 1 NA NA
"2318" 676 36110948 6 1 NA NA
"2319" 677 5997399 2 2 NA NA
"2320" 677 16437034 7 3 0.024688 0
"2321" 677 34154066 1 3 0.028983 0
"2322" 678 8929524 6 1 NA NA
"2323" 678 17938475 2 1 NA NA
"2324" 678 29662984 8 1 NA NA
"2325" 678 30114880 7 3 0.003738 0
"2326" 678 34359069 1 3 0.007463 0
"2327" 679 6572002 7 3 0.036122 0
"2328" 679 14406329 6 1 NA NA
"2329" 679 19463459 8 1 NA NA
"2330" 679 30746848 2 2 NA NA
"2331" 679 33353737 1 3 0.123796 0
"2332" 680 5320634 8 1 NA NA
"2333" 680 15545108 6 1 NA NA
"2334" 680 28957497 7 1 NA NA
"2335" 680 34731078 1 3 0.002965 0
"2336" 681 3458116 6 1 NA NA
"2337" 681 10270224 1 3 0.001342 0
"2338" 681 13535715 7 3 0.001676 0
"2339" 681 26915894 8 1 NA NA
"2340" 681 33818534 2 2 NA NA
"2341" 682 3588892 1 3 0.004602 0
"2342" 682 13516024 2 2 NA NA
"2343" 682 31565576 7 3 0.031931 0
"2344" 682 34610196 8 2 NA NA
"2345" 682 36290018 6 1 NA NA
"2346" 683 13613371 8 1 NA NA
"2347" 683 14765495 6 1 NA NA
"2348" 683 19296443 1 3 0.008346 0
"2349" 683 26668982 7 1 NA NA
"2350" 684 10476665 2 2 NA NA
"2351" 684 17719816 7 3 0.007576 0
"2352" 684 32093996 1 3 0.00396 0
"2353" 685 17140982 7 3 0.003178 0
"2354" 685 27165967 2 1 NA NA
"2355" 685 29981429 1 3 0.002752 0
"2356" 686 9384606 1 3 0.006652 0
"2357" 687 2434426 2 1 NA NA
"2358" 687 17813805 8 1 NA NA
"2359" 687 18489398 6 1 NA NA
"2360" 687 30635200 7 3 0.005943 0
"2361" 687 36187478 1 3 0.001567 0
"2362" 688 16396109 2 1 NA NA
"2363" 688 23658108 7 3 0.001141 0
"2364" 688 33662202 1 3 0.004179 0
"2365" 689 28361477 1 3 0.017259 0
"2366" 689 29012731 7 3 0.004111 0
"2367" 689 29549700 6 1 NA NA
"2368" 689 30902051 2 1 NA NA
"2369" 689 33647115 8 1 NA NA
"2370" 690 25738905 7 3 0.002317 0
"2371" 690 26198454 2 1 NA NA
"2372" 690 33580701 1 3 0.005979 0
"2373" 691 4531868 6 1 NA NA
"2374" 691 10343103 2 2 NA NA
"2375" 691 14484525 7 1 NA NA
"2376" 691 17595620 8 1 NA NA
"2377" 691 26376430 1 3 0.005328 0
"2378" 692 7177574 7 3 0.010452 0
"2379" 692 11628462 2 1 NA NA
"2380" 692 18347882 6 1 NA NA
"2381" 692 28259962 8 1 NA NA
"2382" 692 30962525 1 3 0.017785 0
"2383" 693 9702118 6 1 NA NA
"2384" 693 18492612 7 3 0.00205 0
"2385" 693 20037167 8 1 NA NA
"2386" 693 31604783 1 3 0.010791 0
"2387" 694 2808296 7 3 0.044535 0
"2388" 694 25248965 1 3 0.039045 0
"2389" 695 4363858 2 1 NA NA
"2390" 695 6182094 1 3 0.00826 0
"2391" 695 9105631 7 3 0.007326 0
"2392" 695 13752753 6 1 NA NA
"2393" 695 26845264 8 1 NA NA
"2394" 696 6130813 2 1 NA NA
"2395" 696 18240551 7 3 1e-05 0
"2396" 696 22831958 1 3 0.000611 0
"2397" 697 1030901 1 3 1e-05 0
"2398" 697 17926040 6 1 NA NA
"2399" 697 22420033 8 1 NA NA
"2400" 697 22963776 7 1 NA NA
"2401" 698 10098446 2 1 NA NA
"2402" 698 10960966 7 3 1e-05 0
"2403" 698 31618679 1 3 0.003831 0
"2404" 698 32846588 8 1 NA NA
"2405" 698 36780902 6 1 NA NA
"2406" 699 13245222 1 3 0.005096 0
"2407" 699 21687717 7 3 0.002638 0
"2408" 700 17615855 1 3 0.063556 0
"2409" 700 19355039 6 1 NA NA
"2410" 700 30834192 2 1 NA NA
"2411" 700 32481923 8 1 NA NA
"2412" 700 35309372 7 3 0.002509 0
"2413" 701 4574289 2 2 NA NA
"2414" 701 9041972 1 3 0.00813 0
"2415" 701 9413853 7 3 0.00813 0
"2416" 702 11020220 1 3 0.035124 0
"2417" 702 34237791 2 1 NA NA
"2418" 703 13375896 7 3 0.001892 0
"2419" 703 19844336 6 1 NA NA
"2420" 703 33129961 8 1 NA NA
"2421" 703 33580701 1 3 0.005989 0
"2422" 704 2516949 1 3 0.038909 0
"2423" 704 9463531 7 3 0.025253 0
"2424" 705 3354454 8 1 NA NA
"2425" 705 6718520 1 3 0.012579 0
"2426" 705 9026365 7 3 0.013067 0
"2427" 705 19004255 6 1 NA NA
"2428" 705 28664806 2 2 NA NA
"2429" 706 22275751 7 3 0.003472 0
"2430" 706 26070677 1 3 0.0138 0
"2431" 707 1408415 1 3 0.012936 0
"2432" 708 14281078 1 3 0.001001 0
"2433" 708 29511493 7 3 0.001257 0
"2434" 709 17736062 8 1 NA NA
"2435" 709 22096247 1 3 0.014206 0
"2436" 709 24504416 6 1 NA NA
"2437" 709 35223830 2 2 NA NA
"2438" 709 35700754 7 1 NA NA
"2439" 710 29557272 7 3 0.005055 0
"2440" 710 32391579 1 3 0.009137 0
"2441" 711 10477532 2 2 NA NA
"2442" 711 14613899 1 3 0.004801 0
"2443" 711 18255080 8 1 NA NA
"2444" 711 28297798 7 1 NA NA
"2445" 711 28670308 6 1 NA NA
"2446" 712 29230250 1 3 0.006826 0
"2447" 713 21583044 1 3 0.034133 0
"2448" 713 34977909 7 3 0.003846 0
"2449" 714 1707261 2 2 NA NA
"2450" 714 9086593 6 1 NA NA
"2451" 714 14177889 1 3 0.001926 0
"2452" 714 23508343 8 1 NA NA
"2453" 714 26756960 7 3 0.00207 0
"2454" 715 15573639 8 1 NA NA
"2455" 715 19431132 1 3 0.013097 0
"2456" 715 20505233 7 3 0.005083 0
"2457" 715 25038310 2 1 NA NA
"2458" 715 27217924 6 1 NA NA
"2459" 716 13448130 1 3 0.002903 0
"2460" 716 14981725 2 1 NA NA
"2461" 717 1039706 7 3 0.005997 0
"2462" 717 8993140 1 3 0.013419 0
"2463" 717 29278638 2 2 NA NA
"2464" 718 10605171 1 3 0.009217 0
"2465" 718 11025583 8 1 NA NA
"2466" 718 11049533 7 3 0.002031 0
"2467" 718 15996387 2 2 NA NA
"2468" 718 30716554 6 1 NA NA
"2469" 719 686350 8 1 NA NA
"2470" 719 1517551 2 1 NA NA
"2471" 719 14101758 7 1 NA NA
"2472" 719 17198890 1 3 0.001523 0
"2473" 719 17443664 6 1 NA NA
"2474" 720 7459600 8 1 NA NA
"2475" 720 22167259 2 2 NA NA
"2476" 720 22733180 7 3 0.015149 0
"2477" 720 25934993 1 3 0.007594 0
"2478" 720 35916892 6 1 NA NA
"2479" 721 3275718 6 1 NA NA
"2480" 721 11157893 2 1 NA NA
"2481" 721 14582779 8 1 NA NA
"2482" 721 21059016 7 1 NA NA
"2483" 721 35100194 1 3 0.006873 0
"2484" 722 12985978 1 3 0.005807 0
"2485" 722 27927411 7 3 0.002716 0
"2486" 722 30884724 2 2 NA NA
"2487" 723 5834056 8 1 NA NA
"2488" 723 17251721 1 3 0.005848 0
"2489" 723 25904857 2 2 NA NA
"2490" 723 30554191 6 1 NA NA
"2491" 723 34986691 7 1 NA NA
"2492" 724 5930763 7 3 0.00777 0
"2493" 724 11461004 8 1 NA NA
"2494" 724 16661775 2 2 NA NA
"2495" 724 22270398 1 3 0.032214 0
"2496" 724 35395512 6 1 NA NA
"2497" 725 3403423 6 1 NA NA
"2498" 725 7485914 8 1 NA NA
"2499" 725 14365854 1 3 0.009478 0
"2500" 725 15889875 7 3 0.005671 0
"2501" 725 34747717 2 2 NA NA
"2502" 726 150656 6 1 NA NA
"2503" 726 9228256 8 1 NA NA
"2504" 726 14658168 2 1 NA NA
"2505" 726 21148210 7 1 NA NA
"2506" 726 26651733 1 3 0.002884 0
"2507" 727 786692 1 3 0.045343 0
"2508" 727 1264188 7 3 0.024249 0
"2509" 728 5803814 7 3 0.00215 0
"2510" 728 27038387 2 1 NA NA
"2511" 728 32093996 1 3 0.004399 0
"2512" 729 2407441 8 1 NA NA
"2513" 729 20063572 6 1 NA NA
"2514" 729 26898584 2 1 NA NA
"2515" 729 27275713 1 3 0.004409 0
"2516" 729 28282758 7 3 1e-05 0
"2517" 730 8902207 2 2 NA NA
"2518" 730 12985978 1 3 0.005917 0
"2519" 730 27927411 7 3 0.002732 0
"2520" 731 1387090 1 3 0.004267 0
"2521" 731 9845825 2 1 NA NA
"2522" 732 7323506 2 2 NA NA
"2523" 732 14207907 1 3 0.012509 0
"2524" 732 32545157 7 3 0.001048 0
"2525" 733 6732162 1 3 1e-05 0
"2526" 734 6303835 1 3 0.008703 0
"2527" 734 13527525 6 1 NA NA
"2528" 734 18896755 7 3 0.006536 0
"2529" 734 25029510 8 2 NA NA
"2530" 735 7041312 6 1 NA NA
"2531" 735 8140780 1 3 0.021241 0
"2532" 735 10231894 8 1 NA NA
"2533" 735 19533290 7 3 0.009253 0
"2534" 735 26045797 2 1 NA NA
"2535" 736 22883093 7 3 0.050523 0
"2536" 736 26014590 1 3 0.040334 0
"2537" 737 4750004 7 3 0.018504 0
"2538" 737 4801182 1 3 0.036949 0
"2539" 737 6386980 2 2 NA NA
"2540" 737 14561815 8 1 NA NA
"2541" 737 25747906 6 1 NA NA
"2542" 738 9272170 2 1 NA NA
"2543" 738 17719954 7 3 0.008264 0
"2544" 738 20239925 1 3 0.002749 0
"2545" 740 4801182 7 3 0.005363 0
"2546" 740 6178123 2 2 NA NA
"2547" 740 17206589 1 3 0.003457 0
"2548" 741 8228421 7 3 0.043111 0
"2549" 741 10244549 2 2 NA NA
"2550" 741 16019521 1 3 0.069295 0
"2551" 742 9985435 1 3 0.003367 0
"2552" 742 31233240 2 1 NA NA
"2553" 743 6035530 7 3 0.006839 0
"2554" 743 11298874 1 3 0.013803 0
"2555" 743 35238853 2 2 NA NA
"2556" 744 12088796 1 3 0.011246 0
"2557" 744 18325283 2 1 NA NA
"2558" 744 24438982 7 3 0.009551 0
"2559" 745 14469692 1 3 0.007722 0
"2560" 746 115094 6 1 NA NA
"2561" 746 374349 8 1 NA NA
"2562" 746 20929782 1 3 0.010152 0
"2563" 746 22050211 7 3 0.005111 0
"2564" 747 6174953 2 1 NA NA
"2565" 747 24557659 1 3 0.009265 0
"2566" 748 6249705 7 3 1e-05 0
"2567" 748 21894472 2 2 NA NA
"2568" 748 25061087 6 1 NA NA
"2569" 748 31017049 8 1 NA NA
"2570" 748 33642556 1 3 0.009288 0
"2571" 749 3884413 8 1 NA NA
"2572" 749 8508900 7 1 NA NA
"2573" 749 33095372 6 1 NA NA
"2574" 749 33594134 1 3 0.001398 0
"2575" 749 35937223 2 2 NA NA
"2576" 750 6388793 1 3 0.002086 0
"2577" 750 12539672 8 1 NA NA
"2578" 750 21798616 2 2 NA NA
"2579" 750 24838665 6 1 NA NA
"2580" 750 27072352 7 3 1e-05 0
"2581" 751 4413332 2 2 NA NA
"2582" 751 26955363 1 3 0.003374 0
"2583" 751 30497913 7 3 0.001599 0
"2584" 752 5766509 7 3 0.004704 0
"2585" 752 10865596 6 1 NA NA
"2586" 752 17725142 8 1 NA NA
"2587" 752 24463591 2 2 NA NA
"2588" 752 33580701 1 3 0.020241 0
"2589" 756 18859643 8 1 NA NA
"2590" 756 33488790 1 3 0.027429 0
"2591" 756 33594418 7 3 0.016661 0
"2592" 756 36273424 6 1 NA NA
"2593" 757 34402188 1 3 0.008294 0
"2594" 758 1408141 1 3 0.055701 0
"2595" 758 9217910 2 2 NA NA
"2596" 758 13355753 7 3 0.001025 0
"2597" 759 21261437 1 3 0.002747 0
"2598" 759 22586682 6 1 NA NA
"2599" 759 23237735 2 2 NA NA
"2600" 759 28462703 8 1 NA NA
"2601" 759 33549686 7 3 1e-05 0
"2602" 761 34434393 1 3 0.011905 0
"2603" 761 35152500 7 3 0.007343 0
"2604" 762 4798069 8 1 NA NA
"2605" 762 10067367 6 1 NA NA
"2606" 762 10717704 7 3 0.004179 0
"2607" 762 11441863 1 3 0.002355 0
"2608" 762 13758420 2 1 NA NA
"2609" 763 1252349 1 3 0.01105 0
"2610" 763 18130354 2 1 NA NA
"2611" 763 29847686 7 3 0.005291 0
"2612" 764 1278805 6 1 NA NA
"2613" 764 4451700 8 1 NA NA
"2614" 764 10573134 7 3 1e-05 0
"2615" 764 10590954 2 1 NA NA
"2616" 764 34874537 1 3 0.002064 0
"2617" 765 855107 7 3 0.024 0
"2618" 765 17453815 1 3 0.018052 0
"2619" 765 25608055 8 1 NA NA
"2620" 765 26995962 6 1 NA NA
"2621" 766 8630424 1 3 0.005906 0
"2622" 766 21698291 7 3 0.01921 0
"2623" 766 34369498 2 1 NA NA
"2624" 767 17030732 8 1 NA NA
"2625" 767 18937260 6 1 NA NA
"2626" 767 19296443 1 3 0.005399 0
"2627" 767 23100149 7 1 NA NA
"2628" 767 29779677 2 1 NA NA
"2629" 768 17847924 1 3 0.00184 0
"2630" 768 21092663 7 3 0.023157 0
"2631" 768 27473517 2 1 NA NA
"2632" 769 12150231 8 1 NA NA
"2633" 769 19354918 1 3 0.002849 0
"2634" 769 23553340 6 1 NA NA
"2635" 769 28802422 7 1 NA NA
"2636" 769 29752664 2 1 NA NA
"2637" 770 12976983 2 1 NA NA
"2638" 770 19150012 6 1 NA NA
"2639" 770 21826873 8 1 NA NA
"2640" 770 27497013 7 1 NA NA
"2641" 770 28436968 1 3 0.028082 0
"2642" 771 5184150 7 3 0.008166 0
"2643" 771 12312548 1 3 0.011628 0
"2644" 772 2757307 6 1 NA NA
"2645" 772 4190045 8 1 NA NA
"2646" 772 16863820 7 3 0.045094 0
"2647" 772 24668531 2 1 NA NA
"2648" 772 27324225 1 3 0.013248 0
"2649" 775 18247354 2 1 NA NA
"2650" 775 29051949 1 3 0.04194 0
"2651" 776 16217867 8 1 NA NA
"2652" 776 17008564 1 3 0.012146 0
"2653" 776 17147574 6 1 NA NA
"2654" 776 27646452 7 1 NA NA
"2655" 776 30034972 2 2 NA NA
"2656" 777 290221 2 2 NA NA
"2657" 777 1087222 7 1 NA NA
"2658" 777 13282798 6 1 NA NA
"2659" 777 27486414 1 3 0.003646 0
"2660" 777 35646782 8 1 NA NA
"2661" 778 1924304 8 1 NA NA
"2662" 778 8412021 7 3 0.006182 0
"2663" 778 17519548 6 1 NA NA
"2664" 778 25584058 2 1 NA NA
"2665" 778 36123655 1 3 9e-04 0
"2666" 779 7908009 1 3 0.010786 0
"2667" 779 9026365 7 3 0.007625 0
"2668" 780 8130268 1 3 0.001411 0
"2669" 780 10535678 7 3 0.005194 0
"2670" 781 21435945 1 3 0.014085 0
"2671" 781 22274112 2 1 NA NA
"2672" 781 29176491 6 1 NA NA
"2673" 781 34271916 7 3 0.005091 0
"2674" 781 34326218 8 1 NA NA
"2675" 782 2000170 6 1 NA NA
"2676" 782 13271591 7 3 0.010906 0
"2677" 782 13325261 8 1 NA NA
"2678" 782 15070001 1 3 0.022748 0
"2679" 783 4774212 1 3 0.00202 0
"2680" 783 6173172 6 1 NA NA
"2681" 783 17276769 7 3 1e-05 0
"2682" 783 25919522 2 1 NA NA
"2683" 783 35256851 8 1 NA NA
"2684" 784 2603926 2 1 NA NA
"2685" 784 5514049 7 3 0.002366 0
"2686" 784 12954862 1 3 0.008604 0
"2687" 784 18182858 8 1 NA NA
"2688" 784 20400240 6 1 NA NA
"2689" 785 11569445 2 1 NA NA
"2690" 785 26402092 7 1 NA NA
"2691" 785 29096601 6 1 NA NA
"2692" 785 32585348 8 1 NA NA
"2693" 785 34920394 1 3 1e-05 0
"2694" 786 5095841 8 1 NA NA
"2695" 786 11468660 6 1 NA NA
"2696" 786 16904117 7 3 0.002528 0
"2697" 786 26557212 2 1 NA NA
"2698" 786 30792442 1 3 0.005269 0
"2699" 787 15752064 6 1 NA NA
"2700" 787 22902429 7 2 NA NA
"2701" 787 29550011 8 1 NA NA
"2702" 787 33066713 1 3 0.006682 0
"2703" 788 15401189 1 3 0.019027 0
"2704" 788 21249123 7 3 0.003577 0
"2705" 788 23460121 2 1 NA NA
"2706" 789 2180916 7 3 0.002185 0
"2707" 789 26402464 1 3 0.004134 0
"2708" 790 1512841 8 1 NA NA
"2709" 790 4755357 2 2 NA NA
"2710" 790 13558903 1 3 0.042917 0
"2711" 790 27010909 7 3 0.019365 0
"2712" 790 30600506 6 1 NA NA
"2713" 792 5098366 1 3 0.044535 0
"2714" 792 5358801 2 2 NA NA
